52,"['сколько', 'время', 'ферментироваться', 'чеснок']"
53,"['назвать', 'фамилия', 'овцевод', 'который', 'год', 'исследовать', 'южный', 'побережье', 'австралия']"
54,"['какой', 'настоящий', 'имя', 'певица', 'елка']"
55,"['сколько', 'кот', 'проживать', 'поместье', 'эрнест', 'хэмингуэя', 'год']"
56,"['самый', 'яркий', 'звезда', 'после', 'солнце']"
57,"['что', 'перечислить', 'являться', 'крестраж', 'волан', 'морт']"
58,"['какой', 'флаг', 'изобразить', 'желтый', 'звезда', 'красный', 'фон']"
59,"['какой', 'имя', 'ханный', 'монтан', 'когда', 'она', 'простой', 'школьница', 'подросток']"
60,"['какой', 'фильм', 'пойти', 'крылатый', 'выражение', 'блин', 'давать']"
61,"['самый', 'старый', 'религия']"
62,"['какой', 'город', 'быть', 'улица', 'хворостухина']"
63,"['сколько', 'все', 'быть', 'выпустить', 'серия', 'сериал', 'сант', 'барбар']"
64,"['какой', 'год', 'быть', 'поход', 'руси', 'константинополь']"
65,"['какой', 'год', 'умереть', 'царевич', 'алекс', 'петрович']"
66,"['сколько', 'мыщца', 'человек', 'рука']"
67,"['честь', 'какой', 'мореплаватель', 'быть', 'назвать', 'командорский', 'остров']"
68,"['какой', 'упомянуть', 'город', 'находиться', 'казахстан']"
69,"['какой', 'год', 'быть', 'впервые', 'опубликовать', 'книга', 'рекорд', 'гиннесс']"
70,"['как', 'звать', 'ручной', 'обезьянка', 'майка', 'джексон']"
71,"['сколько', 'зуб', 'собака']"
72,"['организация', 'учредить', 'год', 'сингапура']"
73,"['какой', 'этот', 'двудольный', 'растение', 'относиться', 'семейство', 'бобовый']"
74,"['кто', 'получить', 'первый', 'нобелевский', 'премия', 'физика']"
75,"['нуль', 'это', 'четный', 'или', 'нечетный', 'число']"
76,"['как', 'называться', 'место', 'берег', 'где', 'обитать', 'тюлень']"
77,"['когда', 'быть', 'принять', 'манифест', 'отмена', 'крепостной', 'право', 'россия']"
78,"['какой', 'вода', 'следовать', 'пить', 'при', 'работа', 'горячий', 'цех']"
79,"['какой', 'нога', 'кристиано', 'роналдо', 'пробивать', 'штрафной']"
80,"['кто', 'первый', 'изобрести', 'телескор']"
81,"['что', 'можно', 'купить', 'клеверс']"
82,"['твёрдый', 'наружный', 'покров', 'насекомое']"
83,"['как', 'называться', 'спина', 'офф', 'сумерки']"
84,"['сколько', 'видущий', 'программа', 'клевер']"
85,"['когда', 'начаться', 'стадия', 'бета', 'тестирование', 'вконтакт']"
86,"['германский', 'скандинавский', 'мифология', 'кто', 'быть', 'отец', 'один']"
87,"['какой', 'компания', 'год', 'выпустить', 'первый', 'японский', 'пианино']"
88,"['сколько', 'клуб', 'играть']"
89,"['как', 'звать', 'самый', 'лучший', 'подружка', 'ленючевой', 'екатерина', 'юрьевный', 'маргарита', 'алсу', 'амалия', 'айсыл']"
90,"['кто', 'ковал', 'молния', 'зевс']"
91,"['какой', 'город', 'являться', 'столица', 'один', 'прибалтийский', 'страна']"
92,"['какой', 'год', 'быть', 'крещение', 'руси']"
93,"['что', 'сказать', 'юрий', 'гагарин', 'когда', 'стартовать', 'космос']"
94,"['кто', 'такой', 'лафея', 'скандинавский', 'мифология']"
95,"['какой', 'год', 'рождаться', 'третий']"
96,"['что', 'перечислить', 'относиться', 'паталогия', 'почка']"
97,"['что', 'изобрать', 'альфред', 'нобель']"
98,"['какой', 'расстояние', 'назначать', 'пенальти', 'футбол']"
99,"['какой', 'год', 'впервые', 'отметить', 'день', 'россия']"
100,"['как', 'звать', 'слуга', 'главный', 'герой', 'капитанский', 'дочка']"
101,"['кто', 'быть', 'самый', 'первый', 'ведущий', 'программа', 'мир', 'животное']"
102,"['кто', 'быть', 'основатель', 'первый', 'паровоз', 'россия']"
103,"['еж', 'собака', 'лошадь', 'слон', 'человек', 'что']"
104,"['происхождение', 'китайский', 'хохлатый', 'собака', 'неизвестный', 'некоторый', 'данные', 'это', 'мочь', 'произойти', 'какой', 'этот', 'место']"
105,"['какой', 'быть', 'первый', 'видео']"
106,"['какой', 'материка', 'существовать']"
107,"['радиус', 'какой', 'планета', 'составлять']"
108,"['сколько', 'субъект', 'российский', 'федерация']"
109,"['кто', 'выиграть', 'чемпионат', 'мир', 'футбол', 'год']"
110,"['какой', 'этот', 'страна', 'данный', 'момент', 'входить', 'евросоюз']"
111,"['что', 'такой', 'ватерпас']"
112,"['какой', 'период', 'время', 'существовать', 'опричнина']"
113,"['как', 'звать', 'дедушка', 'лунтика']"
114,"['сколько', 'роман', 'стивный', 'кинг', 'опубликовать', 'под', 'псевдоним', 'ричард', 'бахман']"
115,"['какой', 'год', 'рождаться', 'николай', 'коперник']"
116,"['где', 'находиться', 'море', 'москва']"
117,"['какой', 'страна', 'футбол', 'получить', 'первый', 'единый', 'правило', 'регламент', 'игра']"
118,"['какой', 'год', 'состояться', 'дебют', 'группа']"
119,"['древний', 'грек', 'называть', 'борисфенный', 'римлянин', 'данапарис', 'турок', 'узу', 'славянин', 'славутич', 'как', 'называться', 'этот', 'река', 'сейчас']"
120,"['сколько', 'улитка', 'зуб']"
121,"['какой', 'год', 'быть', 'создать', 'петрозаводск']"
122,"['кто', 'открыть', 'америка']"
123,"['какой', 'год', 'быть', 'залито', 'первый', 'видео']"
124,"['что', 'перечислить', 'относиться', 'анатомия', 'человек']"
125,"['кто', 'самка', 'этот', 'насекомое', 'убивать', 'самец', 'при', 'спаривание']"
126,"['согласно', 'пословица', 'какой', 'столица', 'мочь', 'довести', 'язык']"
127,"['какой', 'термин', 'означать', 'возвращение', 'родина', 'военнопленный', 'гражданский', 'лицо', 'оказаться', 'предел']"
128,"['какой', 'быть', 'пескарь', 'сказка', 'салтыков', 'щедрин']"
129,"['какой', 'самый', 'крупный', 'река', 'италия']"
130,"['какой', 'предмет', 'самый', 'главный', 'для', 'путешествие', 'космос', 'руководство', 'автостопщик']"
131,"['какой', 'европейский', 'страна', 'нет', 'река', 'другой', 'источник', 'пресный', 'вода']"
132,"['какой', 'страна', 'считать', 'родина', 'танец', 'полька']"
133,"['кто', 'принадлежать', 'выражение', 'краткость', 'сестра', 'талант']"
134,"['что', 'такой', 'папайя']"
135,"['какой', 'жука', 'поклонять', 'древний', 'египет']"
136,"['где', 'восходить', 'солнце']"
137,"['какой', 'рост', 'быть', 'наполеон']"
138,"['какой', 'страна', 'жить', 'самый', 'известный', 'женщина', 'пират']"
139,"['куда', 'впадать', 'вода', 'река', 'рио', 'гранд']"
140,"['какой', 'футбольный', 'клуб', 'перейти', 'криштиан', 'роналд', 'этот', 'год']"
141,"['как', 'звать', 'первый', 'жена', 'петр']"
142,"['сколько', 'быть', 'президент', 'при', 'ссср']"
143,"['какой', 'фраза', 'быть', 'песня', 'алладин']"
144,"['какой', 'маршал', 'ссср', 'командовать', 'парад', 'победа', 'москва', 'июнь', 'год']"
145,"['сколько', 'сантиметр', 'один', 'километр']"
146,"['один', 'версия', 'этот', 'термин', 'получить', 'новый', 'название', 'потому', 'что', 'охрана', 'порядка', 'некоторый', 'футбольный', 'матч', 'усиливаться', 'счет', 'полицейский', 'кавалерист', 'назвать', 'этот', 'термин']"
147,"['как', 'называться', 'луч', 'который', 'делить', 'угол', 'пополам']"
148,"['что', 'такой']"
149,"['какой', 'песня', 'группа', 'принести', 'популярность']"
150,"['как', 'звать', 'основатель', 'вконтакт']"
151,"['как', 'называться', 'боязнь', 'длинный', 'слово']"
152,"['как', 'древнеславянский', 'переводить', 'слово', 'язва']"
153,"['существовать', 'форма', 'ячмень', 'озимый', 'яровый']"
154,"['как', 'называть', 'человек', 'иметь', 'гражданство', 'два', 'более', 'государство']"
155,"['какой', 'город', 'пройти', 'матч', 'чемпионат', 'мир', 'футбол']"
156,"['кто', 'продать', 'акция', 'вконтакт', 'дур']"
157,"['честь', 'какой', 'горный', 'система', 'азия', 'российский', 'географ', 'петр', 'петрович', 'семен', 'получить', 'второй', 'часть', 'фамилия']"
158,"['где', 'вода', 'содержиться', 'больше']"
159,"['как', 'называться', 'крупный', 'площадь', 'пресноводный', 'озеро', 'европа']"
160,"['дата', 'призвание', 'варяг', 'править', 'русь']"
161,"['где', 'происходить', 'знакомство', 'гурова', 'дама', 'собачка', 'одноименный', 'произведение', 'чехов']"
162,"['первый', 'президент', 'российский', 'федерация']"
163,"['холодный', 'морской', 'течение', 'атлантический', 'океан', 'протекать', 'между', 'побережье', 'канада', 'гренландия']"
164,"['какой', 'марка', 'быть', 'первый', 'прототип', 'портативный', 'сотовый', 'телефон']"
165,"['кто', 'такой', 'татище']"
166,"['гугол', 'это', 'сколько']"
167,"['зависать', 'клевер']"
168,[]
169,"['какой', 'город', 'проходить', 'летний', 'универсиад']"
170,"['как', 'называться', 'самый', 'высокий', 'гора', 'солнечный', 'система']"
171,"['какой', 'год', 'рождаться', 'альберт', 'эйнштейн']"
172,"['кто', 'служить', 'прототип', 'лора', 'палмер']"
173,"['какой', 'два', 'государство', 'иметь', 'одинаковый', 'флаг']"
174,"['какой', 'часть', 'человек', 'находиться', 'голень']"
175,"['что', 'держаться', 'первый']"
176,"['кто', 'самый', 'высокооплачиваемый', 'актер']"
177,"['время', 'великий', 'отечественный', 'война', 'сколько', 'погибнуть', 'гражданин', 'ссср']"
178,"['как', 'называться', 'фонетический', 'явление', 'сингармонизм', 'германский', 'язык']"
179,"['как', 'ответить', 'правильно', 'весь', 'вопрос', 'клевер']"
180,"['какой', 'животное', 'самый', 'быстрый', 'короткий', 'дистанция']"
181,"['кто', 'персонаж', 'мультфильм', 'гравить', 'фолз', 'озвучивать', 'он', 'автор', 'алекс', 'хирша']"
182,"['сколько', 'длиться', 'самый', 'короткий', 'война']"
183,"['какой', 'год', 'быть', 'принять', 'конституция', 'российский', 'федерация']"
184,"['какой', 'страна', 'выиграть', 'чемпионат', 'мир', 'футбол', 'среди', 'мужчина']"
185,"['что', 'изобразить', 'фотография', 'стать', 'для', 'миллион', 'американец', 'символ', 'окончание', 'второй', 'мировой', 'война']"
186,"['какой', 'опирационный', 'система', 'существовать']"
187,"['отображать', 'стикер', 'вконтакт', 'клеверс', 'уже']"
188,"['какой', 'перечислить', 'заболевание', 'женщина', 'страдать', 'несравнимо', 'редко', 'мужчина']"
189,"['какой', 'год', 'быть', 'создать', 'первый']"
190,"['какой', 'метал', 'дорогой']"
191,"['какой', 'язык', 'знать', 'художник', 'винсент', 'ван', 'гога']"
192,"['какой', 'самый', 'большой', 'самолет', 'мир']"
193,"['сколько', 'бит', 'быть', 'игровой', 'консоль', 'поколение']"
194,"['какой', 'страна', 'входить', 'нато']"
195,"['что', 'вращаться', 'вокруг', 'земля']"
196,"['река', 'плывать', 'кирпич', 'деревянный', 'как']"
197,"['кто', 'дарить', 'казак', 'земля']"
198,"['какой', 'апостол', 'выбрать', 'воля', 'жребия']"
199,['ьжпедьр']
200,"['что', 'такой']"
201,"['памятник', 'какой', 'великий', 'троица', 'футболист', 'манчестер', 'юнайтед', 'установить', 'около', 'стадион', 'олд', 'траффорд']"
202,"['что', 'быть', 'логарифм']"
203,"['сколько', 'месяц', 'день', 'час']"
204,"['день', 'рождение', 'число', 'отмечать']"
205,"['что', 'перечислить', 'являться', 'синоним', 'чайный', 'гриб']"
206,"['кто', 'играть', 'хоккей', 'под', 'номер']"
207,"['какой', 'время', 'быть', 'час', 'южный', 'сахалинск', 'когда', 'москва', 'ровно', 'час', 'день']"
208,"['день', 'рождение', 'ленин']"
209,"['сколько', 'час', 'год']"
210,"['какой', 'девушка', 'сериал', 'друг', 'так', 'рождать']"
211,"['сколько', 'глаз', 'обыкновенный', 'муха']"
212,"['какой', 'школьный', 'предмет', 'себя', 'включать', 'математика']"
213,"['какой', 'государство', 'находиться', 'одновременно', 'два', 'часть', 'мир']"
214,"['какой', 'город', 'иметь', 'статус', 'неофициальный', 'газовый', 'столица', 'россия']"
215,"['какой', 'этот', 'страна', 'официально', 'признать', 'существование', 'нло']"
216,"['как', 'называться', 'парламент', 'россия']"
217,"['какой', 'язык', 'мы', 'прийти', 'слово', 'который', 'сегодня', 'все', 'известный', 'мы', 'как', 'банк']"
218,"['каков', 'скорость', 'свет']"
219,"['что', 'кровавый', 'кровавый']"
220,"['кто', 'нижеперечисленный', 'индуиский', 'бог', 'являться', 'отец', 'бог', 'сканда']"
221,"['появляться', 'вопрос', 'экран', 'хотя', 'интернет', 'очень', 'хороший', 'что', 'делать', 'почему', 'такой', 'происходить']"
222,"['какой', 'город', 'быть', 'сшать', 'украина']"
223,"['какой', 'столица', 'являться', 'самый', 'многонаселенный']"
224,"['какой', 'улица', 'жить', 'герой', 'детский', 'телепередача', 'зелибоб', 'кубик', 'бусинка']"
225,"['какой', 'официальный', 'язык', 'сшать']"
226,"['как', 'звать', 'няня', 'александр', 'сергеевич', 'пушкин']"
227,"['сестра', 'какой', 'имя', 'нет', 'ким', 'кардашьянин']"
228,"['сколько', 'зуб', 'взрослый', 'собака']"
229,"['как', 'получить', 'жизнь', 'если', 'весь', 'друг', 'уже', 'игра']"
230,"['какой', 'город', 'рождаться', 'боксер', 'константин', 'цзють']"
231,"['кто', 'изобрать', 'плавкий', 'предохранитель']"
232,"['как', 'звать', 'оренбуржский', 'казака']"
233,"['что', 'состоять', 'рог', 'единорог']"
234,"['кто', 'отменить', 'крепостной', 'право', 'россия']"
235,"['самый', 'широкий', 'река', 'россия']"
236,"['какой', 'год', 'умереть', 'лжедмитрий']"
237,"['какой', 'страна', 'быть', 'черный', 'лес']"
238,"['что', 'являться', 'помидор']"
239,"['какой', 'игровой', 'платформа', 'выйти', 'первый', 'игра']"
240,"['какой', 'цвет', 'волос', 'человек', 'малый', 'все']"
241,"['кто', 'называть', 'церь', 'тайга']"
242,"['как', 'называться', 'роман', 'онор', 'бальзак', 'эпиграф', 'который', 'являться', 'горизонтально', 'извивать', 'черный', 'линия']"
243,"['когда', 'быть', 'создать', 'компания']"
244,"['как', 'называться', 'самый', 'высокий', 'гора', 'ссср']"
245,"['сколько', 'море', 'омывать', 'балканский', 'полуостров']"
246,"['как', 'называться', 'роман', 'жан', 'поле', 'сартр']"
247,"['как', 'называться', 'приём', 'игра', 'гитара', 'при', 'который', 'происходить', 'быстрый', 'многократный', 'повторение', 'один', 'звук']"
248,"['какой', 'свет', 'иметь', 'наибольший', 'длина', 'волна']"
249,"['почему', 'каспийский', 'море', 'являться', 'море']"
250,"['как', 'ныне', 'называться', 'город', 'ништадт', 'известный', 'мирный', 'договор', 'хорошо', 'для', 'август', 'сентябрь']"
251,"['какой', 'место', 'мир', 'высота', 'расположенный', 'здание', 'эмпайр', 'стейт', 'билдинг']"
252,"['кто', 'быть', 'первый', 'князь', 'великий', 'княжество', 'литовский']"
253,"['как', 'большой', 'теннис', 'правильно', 'называться', 'подача', 'вылет']"
254,"['что', 'означать', 'аббревиатура']"
255,"['какой', 'год', 'быть', 'октябрьский', 'революция']"
256,"['флаг', 'какой', 'страна', 'нет', 'белый', 'цвет']"
257,"['кто', 'автор', 'книга', 'война', 'горо']"
258,"['как', 'называться', 'специалистка', 'печатать', 'писать', 'машинка']"
259,"['какой', 'город', 'существовать', 'детский', 'сад', 'для', 'мужчина', 'вариант', 'гамбург', 'лос', 'анжелес', 'она', 'ёрк']"
260,"['наибольший', 'число', 'голова', 'один', 'матч', 'забить', 'один', 'игрок', 'чемпионат', 'мир', 'футбол']"
261,"['как', 'называть', 'военнослужащий', 'войска', 'вдв']"
262,"['какой', 'этот', 'московский', 'рок', 'группа', 'появиться', 'рано']"
263,"['разновидность', 'ухаживание', 'показывать', 'некий', 'возможность', 'или', 'ожидание', 'сексуальный', 'отношение', 'при', 'это', 'слишком', 'поднимать', 'уровень', 'обещание']"
264,"['где', 'находиться', 'город', 'нальчик']"
265,"['какой', 'девушка', 'сериал', 'друг', 'так', 'рождать']"
266,"['какой', 'страна', 'впервые', 'появиться', 'головоломка', 'судок']"
267,"['какой', 'образ', 'страус', 'часто', 'все', 'спасаться', 'опасность']"
268,"['мы', 'кнут', 'пряник', 'англичанин']"
269,"['кто', 'становиться', 'чемпион', 'мир', 'четыре', 'весовый', 'категория']"
270,"['какой', 'поле', 'появляться', 'вокруг', 'любой', 'предмет']"
271,"['какой', 'номер', 'быть', 'нехороший', 'квартира', 'роман', 'булгаков', 'мастер', 'маргарита']"
272,"['самый', 'длинный', 'пролить', 'россия']"
273,"['какой', 'королевство', 'недавно', 'быть', 'переименовать', 'эсватинь']"
274,"['какой', 'река', 'мир', 'самый', 'полноводный']"
275,"['как', 'звать', 'почтальон', 'извест', 'мультфильм', 'промтоквашино', 'иван', 'егор', 'петя']"
276,"['какой', 'футбольный', 'клуб', 'выигрывать', 'лига', 'европа']"
277,"['какой', 'вопрос', 'отвечать', 'слово', 'обозначать', 'предмет', 'именительный', 'падеж']"
278,"['кто', 'писатель', 'середина', 'век', 'быть', 'заместитель', 'глава', 'рязань', 'руководитель', 'местный', 'казенный', 'палата']"
279,"['какой', 'год', 'впервые', 'быть', 'провести', 'канский', 'кинофестиваль']"
280,"['что', 'буквальный', 'перевод', 'английский', 'означать', 'аббревиатура']"
281,"['какой', 'птица', 'быть', 'мочевой', 'пузырь']"
282,"['как', 'называться', 'первый', 'альбый', 'группа']"
283,"['какой', 'фильм', 'войти', 'трилогия', 'оушен']"
284,"['мама', 'мальчик', 'сказать', 'трогать', 'печенье', 'полезть', 'разбить', 'тарелка', 'другой', 'сказать', 'чтобы', 'отнести', 'тарелка', 'нечайно', 'разбить', 'торелок', 'вопрос', 'кто', 'больше', 'виноватый']"
285,"['какой', 'год', 'быть', 'изобрести', 'дизельный', 'двигатель']"
286,"['какой', 'персонаж', 'нет', 'мультфильм', 'скубь']"
287,"['кто', 'сыграть', 'лейтенант', 'коломбо', 'одноименный', 'сериал']"
288,"['какой', 'цвет', 'я', 'простынь']"
289,"['сколькие', 'рукав', 'состоять', 'устье', 'амазонка']"
290,"['какой', 'птица', 'уметь', 'летать']"
291,"['какой', 'воздушный', 'сладость', 'перевод', 'французский', 'язык', 'означать', 'слово', 'поцелуй']"
292,"['сколько', 'год', 'вконтакт']"
293,"['день', 'рождение', 'ульянов', 'ленин']"
294,"['какой', 'город', 'являться', 'столица', 'австралия']"
295,"['казахстанский', 'валюта']"
296,"['когда', 'праздновать', 'новый', 'год', 'христианский', 'руси']"
297,"['какой', 'планета', 'находиться', 'близкий', 'все', 'нептуну']"
298,"['какой', 'этот', 'река', 'самый', 'длинный']"
299,"['какой', 'рекордный', 'сумма', 'разыгрывать', 'весь', 'история', 'клевер']"
300,"['какой', 'город', 'являться', 'столица', 'узбекистан']"
301,"['какой', 'город', 'рождаться', 'христофор', 'колумб']"
302,"['как', 'называться', 'балетный', 'термин', 'обозначать', 'сгибание', 'один', 'либо', 'оба', 'нога']"
303,"['что', 'такой', 'рамбутать']"
304,"['какой', 'бомба', 'быть', 'сбросить', 'японский', 'город', 'нагасак']"
305,"['какой', 'представитель', 'животный', 'мир', 'спасти', 'древний', 'рим']"
306,"['какой', 'год', 'рождаться', 'александр', 'сергеевич', 'пушкин']"
307,"['какой', 'год', 'рождаться', 'призедент', 'путин']"
308,"['тимать', 'попасть', 'телепроект']"
309,"['сколько', 'звук', 'слово', 'ель']"
310,"['какой', 'футбольный', 'клуб', 'выиграть', 'лига', 'чемпион', 'уефа']"
311,"['между', 'какой', 'страна', 'протекать', 'тасмановый', 'море']"
312,"['кто', 'придумать', 'радио']"
313,"['как', 'звать', 'инопланетянин', 'известный', 'комедийный', 'серия']"
314,"['какой', 'газ', 'заправлять', 'холодильник']"
315,"['какой', 'страна', 'появиться', 'традиция', 'пить', 'чай', 'молоко']"
316,"['кто', 'являться', 'переносчик', 'чума']"
317,"['как', 'называться', 'лучший', 'сорт', 'каменный', 'уголь']"
318,"['как', 'звать', 'мама', 'алла', 'пугачовой']"
319,"['как', 'находиться', 'формула', 'мощность']"
320,"['лучший', 'футболист', 'век', 'версия', 'футбольный', 'комиссия', 'фиф', 'это']"
321,"['сколько', 'время', 'быть', 'она', 'йорка', 'когда', 'москва', 'быть', 'отмечать', 'новый', 'год']"
322,"['флаг', 'какой', 'этот', 'город', 'изобразить', 'медведь']"
323,"['кто', 'быть', 'третий', 'прездент', 'россия']"
324,"['что', 'такой', 'полифоние']"
325,"['как', 'называться', 'слово', 'одинаковый', 'написание', 'разный', 'произношение']"
326,"['какой', 'самый', 'маленький', 'млекопитающее', 'мир']"
327,"['дюжин', 'это', 'сколько']"
328,"['где', 'находиться', 'уневерсетет', 'гнесинка']"
329,"['что', 'означать', 'название', 'книга', 'рэй', 'брэдберь', 'градус', 'фаренгейт']"
330,"['какой', 'год', 'евровидение', 'выступать', 'алла', 'пугачев']"
331,"['где', 'находиться', 'самый', 'засушливый', 'место', 'мир']"
332,"['какой', 'вид', 'спорт', 'фиксировать', 'самый', 'высокий', 'скорость', 'спортивный', 'снаряд']"
333,"['какой', 'год', 'открыться', 'музей', 'лувро']"
334,"['как', 'называться', 'мифический', 'остров', 'государство', 'погрузиться', 'дно']"
335,"['как', 'называться', 'боязнь', 'высота']"
336,"['как', 'называться', 'оплодотворенный', 'яйцеклетка']"
337,"['как', 'называться', 'самый', 'большой', 'лягушка']"
338,"['какой', 'самый', 'большой', 'здание', 'мир']"
339,"['какой', 'эпоха', 'жить', 'бах']"
340,"['здравствовать', 'почиму', 'друг', 'невидный', 'меню', 'клевер', 'другой', 'отвичить', 'немог']"
341,"['древнегреческий', 'мифология', 'сын', 'какой', 'бог', 'быть', 'сизиф']"
342,"['актер', 'играть', 'какой', 'персонаж', 'оригинальный', 'трилогия', 'звездный', 'война', 'данный', 'момент', 'нет', 'живой']"
343,"['этот', 'африканский', 'страна', 'апрель', 'год', 'сменить', 'свой', 'название', 'эсватинь']"
344,"['какой', 'фамилия', 'девочка', 'который', 'вести', 'знаменитый', 'блокадный', 'дневник', 'время', 'блокада', 'ленинград']"
345,"['сколько', 'вдох', 'минута', 'делать', 'человек', 'состояние', 'отдых']"
346,"['указ', 'какой', 'император', 'россия', 'появиться', 'колбасный', 'цех']"
347,"['какой', 'год', 'стрельба', 'лук', 'войти', 'программа', 'олимпиада']"
348,"['какой', 'год', 'быть', 'основать', 'петр', 'санкт', 'петербург']"
349,"['продолжить', 'фраза', 'клевер', 'игра']"
350,"['какой', 'часть', 'весь', 'суша', 'земля', 'являться', 'россия']"
351,"['как', 'называться', 'верблюд', 'который', 'два', 'горб']"
352,"['кто', 'вампир', 'кровь', 'пить', 'только', 'самка']"
353,"['какой', 'страна', 'создать', 'бренд']"
354,"['назвать', 'настоящий', 'имя', 'человек', 'паук']"
355,"['горячий', 'водяной', 'фонтанировать', 'источник', 'это']"
356,"['какой', 'год', 'быть', 'основать', 'петербург']"
357,"['назвать', 'самый', 'соленый', 'море', 'мировой', 'океан']"
358,"['какой', 'сказка', 'являться', 'режиссерский', 'работа', 'александр', 'роу']"
359,"['кто', 'писать', 'над', 'пропасть', 'рожь']"
360,"['кто', 'создать', 'неоновый', 'лампа']"
361,"['сколько', 'год', 'наш', 'президент']"
362,"['где', 'появиться', 'самый', 'первый', 'мир', 'цирк']"
363,"['здравствовать', 'правильно', 'ответить', 'вопрос', 'использовать', 'жизнь', 'я', 'это', 'защитать', 'чем', 'причина', 'играть', 'мск']"
364,"['что', 'пахнуть', 'метро']"
365,"['кто', 'этот', 'композитор', 'владеть', 'шесть', 'иностранный', 'язык', 'тот', 'число', 'персидский']"
366,"['как', 'скачать', 'приложение']"
367,"['какой', 'война', 'быть', 'период']"
368,"['какой', 'год', 'умереть', 'борис', 'львович', 'василье']"
369,"['что', 'такой', 'абаза']"
370,"['какой', 'река', 'являться', 'третий', 'величина', 'приток', 'волга']"
371,"['президент', 'какой', 'страна', 'объявить', 'праздник', 'выходной', 'день', 'связь', 'выход', 'сборная', 'футбол']"
372,"['сколько', 'человек', 'находиться', 'одновременно', 'площадка', 'при', 'игра', 'пляжный', 'волейбол']"
373,"['какой', 'сборная', 'выиграть', 'чемпионат', 'мир', 'год']"
374,"['сколько', 'стоить', 'дополнительный', 'жизнь', 'игра', 'клевер']"
375,"['что', 'такой', 'абак']"
376,"['что', 'обозначать', 'слово', 'баязать']"
377,"['какой', 'город', 'проходить', 'летний', 'универсиад', 'год']"
